 *tel    csi      Z      A   CsIE(MeV)   CsIV-VCal        CsIV       VCal
    2      2      2      3     20.9479  -0.000592926     0.12152    0.122113
    2      2      2      3     31.4305  -0.000153024    0.199649    0.199802
    2      2      2      3     42.5893  -0.00197328    0.282639    0.284612
    2      2      2      3     53.7054   -0.003939    0.366373    0.370312
    2      2      2      3      64.819  -0.0065067    0.450255    0.456762
    2      2      2      3     75.9565  -0.0102574    0.533674    0.543931
    2      2      2      3     86.3371  -0.0137581    0.611774    0.625532
    2      2      2      3     97.5716  -0.0186547    0.695487    0.714142
    2      2      2      3     108.876  -0.0247329    0.778816    0.803549
    2      2      2      3     119.444  -0.0302909    0.857022    0.887313
    2      2      2      3     130.912  -0.0368386    0.941535    0.978374
    2      2      2      3     141.647  -0.0433838     1.02036     1.06374
    2      2      2      3     152.471    -0.04979     1.10014     1.14993
    2      2      2      3     163.393  -0.0555617     1.18143     1.23699
    2      2      2      3     174.415  -0.0616052     1.26333     1.32494
    2      2      2      3     185.542  -0.0661323     1.34766     1.41379
    2      2      2      3     196.781  -0.0708023     1.43281     1.50361
    2      2      2      3     207.257  -0.0749997     1.51239     1.58739
    2      2      2      3     218.722  -0.0798911     1.59924     1.67913
    2      2      2      3     229.414  -0.0833338      1.6814     1.76473
    2      2      2      4     8.16269  0.00095207   0.0308442   0.0298921
    2      2      2      4     20.8754  0.00803037     0.12152     0.11349
    2      2      2      4     32.5566  0.00765294    0.205519    0.197866
    2      2      2      4     44.8713   0.0048628    0.294786    0.289923
    2      2      2      4     56.9939   0.0017613    0.384009    0.382248
    2      2      2      4     68.2166  -0.000778771    0.467894    0.468673
    2      2      2      4     80.9808  -0.00358256    0.564155    0.567738
    2      2      2      4     92.9187  -0.00761774    0.653314    0.660932
    2      2      2      4     104.853  -0.0119068    0.742589    0.754496
    2      2      2      4     116.801  -0.0151532    0.833329    0.848482
    2      2      2      4     128.778  -0.0199297    0.923023    0.942953
    2      2      2      4     140.796  -0.0235795     1.01438     1.03796
    2      2      2      4     152.864  -0.0273716     1.10617     1.13354
    2      2      2      4     164.994  -0.0294394     1.20033     1.22977
    2      2      2      4     176.377  -0.0308331     1.28936     1.32019
    2      2      2      4     188.646     -0.0314     1.38637     1.41777
    2      2      2      4     200.996   -0.030827     1.48527      1.5161
    2      2      2      4     212.604  -0.0298623     1.57874      1.6086
    2      2      2      4     224.292  -0.0270999     1.67472     1.70182
    2      2      2      4      236.91  -0.0254006     1.77713     1.80253
    2      2      2      4      248.78  -0.0241658     1.87317     1.89734
    2      2      2      6     7.49899    0.012593   0.0333671   0.0207741
    2      2      2      6     17.7398   0.0208858    0.101184   0.0802982
    2      2      2      6     27.7167   0.0217587    0.168682    0.146923
    2      2      2      6     37.5311   0.0185466    0.234737     0.21619
    2      2      2      6      47.906   0.0152006    0.306909    0.291708
    2      2      2      6     57.4729   0.0107033    0.373408    0.362705
    2      2      2      6     67.4981  0.00742167    0.445505    0.438083
    2      2      2      6     77.3995  0.00336534     0.51663    0.513265
    2      2      2      6     87.8502  0.000922161    0.594146    0.593224
    2      2      2      6     97.5669  -0.00257184    0.665439    0.668011
    2      2      2      6     107.864  -0.00624532    0.741398    0.747643
    2      2      2      6     117.468  -0.00812639    0.814081    0.822207
    2      2      2      6     127.672  -0.0114685    0.890221     0.90169
    2      2      2      6     137.845  -0.0124409    0.968717    0.981158
    2      2      2      6     147.996  -0.0146296     1.04602     1.06065
    2      2      2      6     157.502   -0.015725     1.11952     1.13524
    2      2      2      6     167.634  -0.0145676     1.20033      1.2149
    2      2      2      6     177.766  -0.0132031     1.28148     1.29468
    2      2      2      6     187.903  -0.0104366     1.36419     1.37463
    2      2      2      6     197.414  -0.00655018     1.44318     1.44973
    2      2      2      6     207.572  -0.00158659     1.52845     1.53004
    2      3      2      3      7.6605  -0.00330803    0.028617    0.031925
    2      3      2      3     18.9595  0.00259507    0.108332    0.105737
    2      3      2      3     29.5402  0.00503146     0.18504    0.180009
    2      3      2      3     40.8543  0.00613642    0.267704    0.261568
    2      3      2      3     51.6232  0.00493866    0.345247    0.340308
    2      3      2      3     62.4719  0.00253113    0.422849    0.420318
    2      3      2      3     73.3803  -0.000441145    0.500804    0.501245
    2      3      2      3     84.3413  -0.0048104    0.578104    0.582914
    2      3      2      3     95.3549  -0.00891778    0.656328    0.665246
    2      3      2      3     106.425  -0.0141379    0.734076    0.748214
    2      3      2      3     117.558  -0.0206681     0.81116    0.831828
    2      3      2      3      128.76  -0.0259369    0.890169    0.916106
    2      3      2      3     139.332  -0.0324029    0.963353    0.995756
    2      3      2      3     150.687  -0.0396082      1.0418     1.08141
    2      3      2      3     161.414  -0.0443378     1.11807     1.16241
    2      3      2      3     172.949  -0.0507282     1.19886     1.24959
    2      3      2      3     183.854  -0.0560735       1.276     1.33207
    2      3      2      3     194.854  -0.0605552     1.35478     1.41534
    2      3      2      3     205.952  -0.0642712     1.43512     1.49939
    2      3      2      3     216.402  -0.0682525     1.51033     1.57858
    2      3      2      4     8.48667  -0.00174129    0.031276   0.0330173
    2      3      2      4     20.2368  0.00460711    0.111895    0.107288
    2      3      2      4     32.8568  0.00789263    0.202169    0.194276
    2      3      2      4     44.7263  0.00796172     0.28677    0.278808
    2      3      2      4     56.6154  0.00744859     0.37235    0.364901
    2      3      2      4     68.5106  0.00476392    0.456704     0.45194
    2      3      2      4     80.3957  0.00183455    0.541361    0.539526
    2      3      2      4     92.2686  6.85768e-06    0.627484    0.627477
    2      3      2      4     104.983  -0.00394299    0.718101    0.722044
    2      3      2      4     116.852  -0.00800642    0.802597    0.810603
    2      3      2      4     128.734  -0.0105155    0.888963    0.899478
    2      3      2      4      140.64  -0.0141345     0.97458    0.988715
    2      3      2      4     152.577  -0.0176061     1.06073     1.07834
    2      3      2      4     164.556  -0.0191445     1.14926      1.1684
    2      3      2      4     176.584  -0.0199454     1.23901     1.25896
    2      3      2      4      188.67  -0.0198231     1.33022     1.35004
    2      3      2      4     200.818   -0.018557     1.42313     1.44169
    2      3      2      4     212.163  -0.0170144     1.51033     1.52734
    2      3      2      4     224.453  -0.0140461     1.60616     1.62021
    2      3      2      4     236.824  -0.0110151     1.70273     1.71375
    2      3      2      4     248.389  -0.0082633     1.79298     1.80124
    2      3      2      6     8.86831  -0.000678221    0.028617   0.0292952
    2      3      2      6     17.6389  0.00485765   0.0844031   0.0795454
    2      3      2      6     26.7297  0.00870777    0.146368     0.13766
    2      3      2      6     35.7572   0.0112196    0.209532    0.198312
    2      3      2      6     44.8729   0.0111598    0.272466    0.261306
    2      3      2      6     53.3351  0.00963824    0.330467    0.320829
    2      3      2      6     62.4639  0.00839699    0.394241    0.385844
    2      3      2      6     71.4999  0.00588938    0.456704    0.450815
    2      3      2      6     80.4815  0.00400772    0.519872    0.515864
    2      3      2      6     89.4081  0.00217168    0.583058    0.580886
    2      3      2      6      98.962  0.000758037    0.651569    0.650811
    2      3      2      6     107.783  -0.00122864    0.714397    0.715626
    2      3      2      6     116.561  -0.00307884     0.77725    0.780329
    2      3      2      6     125.972   -0.004065    0.845827    0.849892
    2      3      2      6     134.678  -0.00505499    0.909344    0.914399
    2      3      2      6     143.357  -0.00549867    0.973337    0.978836
    2      3      2      6     152.679  -0.00637369      1.0418     1.04817
    2      3      2      6     161.981  -0.00446969     1.11301     1.11748
    2      3      2      6     170.606  -0.00370467     1.17813     1.18183
    2      3      2      6     179.884  -0.000731872     1.25042     1.25115
    2      3      2      6     188.494  0.00285612     1.31841     1.31555
    3      0      2      3     7.45179  0.00229551   0.0298967   0.0276012
    3      0      2      3     16.9149  0.00699661   0.0970707   0.0900741
    3      0      2      3      25.702  0.00782155    0.161587    0.153765
    3      0      2      3     34.4305  0.00762632    0.227028    0.219402
    3      0      2      3     43.8072  0.00578127     0.29719    0.291409
    3      0      2      3     52.6034  0.00288997    0.362757    0.359867
    3      0      2      3     61.4374  -0.00114626    0.428091    0.429237
    3      0      2      3     70.9394  -0.00530579    0.499057    0.504363
    3      0      2      3     79.8413  -0.0108814     0.56423    0.575111
    3      0      2      3     88.7767  -0.0167659    0.629643    0.646409
    3      0      2      3     97.7478   -0.022724    0.695499    0.718223
    3      0      2      3     106.758   -0.029378    0.761166    0.790544
    3      0      2      3     115.811  -0.0366193    0.826754    0.863373
    3      0      2      3     124.911  -0.0435206    0.893202    0.936723
    3      0      2      3     133.405  -0.0509645    0.954334      1.0053
    3      0      2      3     142.605  -0.0589498     1.02073     1.07968
    3      0      2      3     151.862  -0.0661696     1.08845     1.15462
    3      0      2      3     160.513  -0.0731621     1.15157     1.22473
    3      0      2      3     169.891  -0.0800228     1.22079     1.30081
    3      0      2      3     178.659  -0.0869695     1.28504     1.37201
    3      0      2      3     187.487  -0.0918803     1.35187     1.44375
    3      0      2      4     8.30137  0.00391957   0.0323886    0.028469
    3      0      2      4      18.689   0.0105205    0.104914   0.0943935
    3      0      2      4     28.2601   0.0113545    0.173391    0.162037
    3      0      2      4     38.5917   0.0103688    0.248733    0.238364
    3      0      2      4      48.869  0.00936827    0.325608     0.31624
    3      0      2      4     58.3512  0.00584284    0.395048    0.389205
    3      0      2      4     68.6129  0.00315645    0.472171    0.469015
    3      0      2      4     78.8616  -0.00178638    0.547587    0.549373
    3      0      2      4     88.3125  -0.00577659    0.618144    0.623921
    3      0      2      4     98.5457   -0.010712    0.694308     0.70502
    3      0      2      4      108.78  -0.0160743    0.770377    0.786451
    3      0      2      4     118.233  -0.0208011    0.841103    0.861904
    3      0      2      4     128.488  -0.0264484    0.917528    0.943976
    3      0      2      4     138.762  -0.0314122    0.994983      1.0264
    3      0      2      4     148.269  -0.0364008     1.06641     1.10281
    3      0      2      4     158.598  -0.0404458     1.14553     1.18598
    3      0      2      4     168.964  -0.0438098     1.22576     1.26957
    3      0      2      4     178.571  -0.0468569     1.30029     1.34715
    3      0      2      4     188.216  -0.0477009     1.37742     1.42512
    3      0      2      4     198.712  -0.0490268     1.46104     1.51007
    3      0      2      4     208.449  -0.0502475      1.5387     1.58895
    3      0      2      4     218.235  -0.0507436     1.61755     1.66829
    3      0      2      6     9.69687  0.00537919    0.034886   0.0295068
    3      0      2      6     18.5587   0.0109288   0.0918076   0.0808788
    3      0      2      6     27.8633   0.0148515    0.156948    0.142097
    3      0      2      6     36.3675   0.0164976    0.217939    0.201441
    3      0      2      6     45.5407   0.0152168    0.282895    0.267678
    3      0      2      6     54.7242   0.0133796    0.348936    0.335556
    3      0      2      6     63.8262  0.00990325    0.413845    0.403942
    3      0      2      6     72.8431  0.00791954    0.480428    0.472508
    3      0      2      6     81.7988  0.00398578    0.545228    0.541242
    3      0      2      6     90.6994  0.00118723    0.611243    0.610056
    3      0      2      6     99.5492  -0.0024106    0.676475    0.678886
    3      0      2      6     108.981  -0.00528601    0.747331    0.752617
    3      0      2      6     117.743  -0.00893855    0.812468    0.821407
    3      0      2      6     126.471  -0.0109803    0.879191    0.890171
    3      0      2      6     135.792   -0.014332    0.949508     0.96384
    3      0      2      6     144.467  -0.0165521     1.01604     1.03259
    3      0      2      6     153.742  -0.0178272     1.08845     1.10628
    3      0      2      6     162.386  -0.0186968      1.1564      1.1751
    3      0      2      6     171.636  -0.0181724     1.23071     1.24888
    3      0      2      6     180.879  -0.0173334     1.30541     1.32274
    3      1      2      3     8.93424  0.00389158      0.0438   0.0399084
    3      1      2      3      18.423   0.0096064    0.113703    0.104097
    3      1      2      3     28.3469  0.00863529     0.18588    0.177245
    3      1      2      3     38.6985  0.00754063    0.264009    0.256468
    3      1      2      3     48.9625  0.00524158    0.341913    0.336671
    3      1      2      3     58.5839  0.00221219    0.415022     0.41281
    3      1      2      3      68.896  -0.00155195    0.493579    0.495131
    3      1      2      3     78.6383  -0.00719753    0.566211    0.573409
    3      1      2      3      88.471  -0.0124663    0.640329    0.652795
    3      1      2      3     98.4055  -0.0200807    0.713234    0.733315
    3      1      2      3      108.45   -0.028742    0.786242    0.814984
    3      1      2      3     118.611  -0.0373172    0.860502    0.897819
    3      1      2      3     128.893  -0.0480878    0.933741    0.981829
    3      1      2      3     138.602  -0.0578846     1.00342      1.0613
    3      1      2      3     148.422  -0.0682655     1.07355     1.14182
    3      1      2      3     158.358  -0.0796506     1.14374     1.22339
    3      1      2      3      168.41    -0.08925     1.21677     1.30602
    3      1      2      3     178.582   -0.100458     1.28927     1.38973
    3      1      2      3     188.876   -0.111365     1.36316     1.47453
    3      1      2      3     198.545   -0.120813     1.43343     1.55424
    3      1      2      4     8.63568  0.00524991   0.0388295   0.0335796
    3      1      2      4     18.7235   0.0112598    0.108929   0.0976692
    3      1      2      4      28.411  0.00959255     0.17601    0.166417
    3      1      2      4     38.4897  0.00827349    0.249648    0.241375
    3      1      2      4      48.917  0.00602536    0.327067    0.321042
    3      1      2      4     58.5443  0.00469176    0.400529    0.395837
    3      1      2      4      68.736  0.00295816    0.478886    0.475928
    3      1      2      4     78.9023  -0.00020542    0.556306    0.556511
    3      1      2      4     88.4431  -0.00200065    0.630622    0.632623
    3      1      2      4     98.6546  -0.0062409    0.708258    0.714499
    3      1      2      4      108.92  -0.0109171    0.786242    0.797159
    3      1      2      4     118.603  -0.0148957    0.860502    0.875398
    3      1      2      4     128.351  -0.0206425    0.933741    0.954384
    3      1      2      4     138.828  -0.0263286     1.01316     1.03949
    3      1      2      4     148.729  -0.0314296     1.08866     1.12009
    3      1      2      4      158.71  -0.0370716     1.16442     1.20149
    3      1      2      4     168.775   -0.041213      1.2425     1.28371
    3      1      2      4     178.927  -0.0453361     1.32143     1.36677
    3      1      2      4     188.483  -0.0496127     1.39543     1.44504
    3      1      2      4     198.809   -0.053644     1.47608     1.52972
    3      1      2      4     208.532  -0.0567639     1.55278     1.60954
    3      1      2      6       8.606  0.00643074   0.0336156   0.0271849
    3      1      2      6     17.4555   0.0127896   0.0894937   0.0767041
    3      1      2      6     26.5852   0.0108368    0.146848    0.136011
    3      1      2      6     35.3085  0.00899761    0.205663    0.196665
    3      1      2      6     44.4205  0.00623451     0.26878    0.262545
    3      1      2      6     53.9398  0.00375323    0.336967    0.333214
    3      1      2      6     62.5307  0.00238082    0.400529    0.398148
    3      1      2      6     71.5597  0.00170391    0.468989    0.467285
    3      1      2      6     80.4592  0.000632444    0.536764    0.536132
    3      1      2      6     89.8989  0.00121117    0.610977    0.609766
    3      1      2      6     98.6514  0.00026431    0.678763    0.678499
    3      1      2      6     107.993  0.000285632    0.752549    0.752263
    3      1      2      6     116.695  -0.00072748     0.82057    0.821297
    3      1      2      6     125.394  -0.000485987    0.890087    0.890573
    3      1      2      6     134.722  -0.00126371     0.96385    0.965114
    3      1      2      6     143.442  -0.00213611     1.03287     1.03501
    3      1      2      6     152.809  -0.00174388     1.10854     1.11028
    3      1      2      6     161.577  -0.000814528      1.1801     1.18091
    3      1      2      6     170.374  0.000796078     1.25272     1.25192
    3      1      2      6     179.836  0.00351264     1.33196     1.32845
    3      1      2      6     188.704   0.0061087      1.4064     1.40029
    3      2      2      3     10.5519  -0.00300333   0.0323869   0.0353902
    3      2      2      3     20.4649  -9.22974e-05   0.0840657    0.084158
    3      2      2      3     30.8402  -0.00142886    0.136838    0.138267
    3      2      2      3     40.3368  -0.00222563    0.186836    0.189062
    3      2      2      3     50.4406  -0.00259193     0.24128    0.243872
    3      2      2      3     60.5312  -0.00478944    0.294339    0.299128
    3      2      2      3      70.649  -0.00624311    0.348655    0.354898
    3      2      2      3      80.821  -0.00834548    0.402893    0.411238
    3      2      2      3     90.3808  -0.0116001     0.45278     0.46438
    3      2      2      3     100.708  -0.0148808    0.507073    0.521954
    3      2      2      3     110.434  -0.0194559    0.556849    0.576305
    3      2      2      3     120.959  -0.0235445    0.611693    0.635238
    3      2      2      3     130.887   -0.029127    0.661794    0.690921
    3      2      2      3      140.92  -0.0351242    0.712148    0.747272
    3      2      2      3     150.334  -0.0413061    0.758903    0.800209
    3      2      2      3     160.585  -0.0490598    0.808853    0.857913
    3      2      2      3     170.956  -0.0560972    0.860251    0.916348
    3      2      2      3     180.696  -0.0642019    0.907072    0.971274
    3      2      2      3     190.545  -0.0726534    0.954201     1.02685
    3      2      2      3     200.508  -0.0813452     1.00177     1.08312
    3      2      2      3     210.586  -0.0909797     1.04908     1.14006
    3      2      2      4     9.46105  0.00147193   0.0286013   0.0271294
    3      2      2      4     20.5226  0.00533403   0.0840657   0.0787317
    3      2      2      4     31.9301  0.00366923    0.140334    0.136665
    3      2      2      4     42.3776   0.0025519    0.194114    0.191562
    3      2      2      4     53.9836  0.00181877    0.255523    0.253704
    3      2      2      4     64.8062  -0.00010001    0.312261    0.312361
    3      2      2      4     75.5885  -0.000724215    0.370549    0.371273
    3      2      2      4     86.3677  -0.00287147    0.427648    0.430519
    3      2      2      4     97.8461  -0.00466531     0.48924    0.493905
    3      2      2      4     108.694  -0.00801705    0.546015    0.554032
    3      2      2      4     119.599  -0.0102541    0.604398    0.614652
    3      2      2      4     130.573  -0.0140101    0.661794    0.675804
    3      2      2      4     141.625  -0.0180566    0.719461    0.737518
    3      2      2      4     152.763  -0.0232901    0.776531    0.799821
    3      2      2      4     163.992  -0.0282207    0.834509     0.86273
    3      2      2      4      174.61  -0.0330318    0.889261    0.922293
    3      2      2      4     185.319  -0.0393116    0.943122    0.982434
    3      2      2      4     196.844   -0.045454     1.00177     1.04722
    3      2      2      4     207.751  -0.0520471     1.05655      1.1086
    3      2      2      4     218.761  -0.0575503     1.11305      1.1706
    3      2      2      4     229.874  -0.0643799     1.16885     1.23323
    3      2      2      6     9.91754   0.0095098   0.0336519   0.0241421
    3      2      2      6     16.8117   0.0121001    0.064989   0.0528889
    3      2      2      6     23.9873   0.0134616   0.0994041   0.0859425
    3      2      2      6     30.9944   0.0122444    0.132187    0.119943
    3      2      2      6     37.8687   0.0107887    0.165144    0.154355
    3      2      2      6     44.6467  0.00996962    0.198972    0.189002
    3      2      2      6     51.8236  0.00903029    0.235291    0.226261
    3      2      2      6     58.9221  0.00724642    0.270802    0.263556
    3      2      2      6     65.8793  0.00581228    0.306258    0.300446
    3      2      2      6     72.7885  0.00521435    0.342564     0.33735
    3      2      2      6      79.646   0.0048173    0.379014    0.374197
    3      2      2      6     86.9228  0.00353842    0.417036    0.413498
    3      2      2      6      93.717  0.00242873     0.45278    0.450351
    3      2      2      6     100.943  0.00194852    0.491641    0.489692
    3      2      2      6     107.705  0.000423089    0.527049    0.526626
    3      2      2      6     114.908  -0.00073766    0.565341    0.566079
    3      2      2      6     121.658  -0.00118015    0.601962    0.603142
    3      2      2      6     128.858  -0.00221896    0.640545    0.642764
    3      2      2      6     135.612  -0.00404718    0.675958    0.680005
    3      2      2      6     142.824  -0.00525591    0.714587    0.719843
    3      2      2      6     149.593  -0.00663129    0.750663    0.757294
    3      2      2      6     156.827  -0.00899556    0.788382    0.797378
    3      2      2      6     163.621  -0.0103678    0.824706    0.835074
    3      3      2      3     7.91065  0.00487755   0.0352356   0.0303581
    3      3      2      3     19.6147  0.00982844    0.120431    0.110603
    3      3      2      3      31.689  0.00644042    0.206932    0.200492
    3      3      2      3     43.6162  0.00266017    0.294679    0.292019
    3      3      2      3      55.492  -0.00163808     0.38295    0.384588
    3      3      2      3     67.3539  -0.00568804    0.472254    0.477942
    3      3      2      3     79.2319   -0.011753    0.560282    0.572035
    3      3      2      3     91.9486  -0.0189921    0.654271    0.673263
    3      3      2      3     103.937  -0.0253634    0.743682    0.769045
    3      3      2      3     115.201  -0.0333032    0.825981    0.859284
    3      3      2      3     127.364  -0.0419861    0.914954     0.95694
    3      3      2      3     139.638  -0.0508737      1.0048     1.05567
    3      3      2      3     151.204  -0.0592157     1.08964     1.14886
    3      3      2      3     163.725   -0.068375     1.18149     1.24986
    3      3      2      3     175.539  -0.0762801       1.269     1.34528
    3      3      2      3     187.484  -0.0826771     1.35917     1.44185
    3      3      2      3     199.567  -0.0899938     1.44962     1.53961
    3      3      2      3     211.793  -0.0972738     1.54134     1.63861
    3      3      2      3      223.28   -0.104252     1.62744     1.73169
    3      3      2      3       235.8   -0.111902      1.7213      1.8332
    3      3      2      3      247.57   -0.118674     1.81001     1.92868
    3      3      2      4     7.77142  0.00339234   0.0289593    0.025567
    3      3      2      4     19.8732   0.0102621    0.114572     0.10431
    3      3      2      4     31.3252  0.00811267    0.195146    0.187033
    3      3      2      4     43.4214  0.00482154    0.282684    0.277862
    3      3      2      4     55.3267  0.00226054    0.371404    0.369143
    3      3      2      4     67.9027  -0.000543599    0.466286     0.46683
    3      3      2      4      79.619  -0.00433461    0.554302    0.558637
    3      3      2      4     91.2962  -0.00818766    0.642508    0.650696
    3      3      2      4     103.738  -0.0114275    0.737823     0.74925
    3      3      2      4     115.413  -0.0160962    0.825981    0.842077
    3      3      2      4     127.896  -0.0208122    0.920814    0.941626
    3      3      2      4     139.643   -0.024838      1.0107     1.03554
    3      3      2      4     151.444  -0.0280715       1.102     1.13007
    3      3      2      4     163.311  -0.0312474     1.19405      1.2253
    3      3      2      4     175.253  -0.0333981     1.28787     1.32127
    3      3      2      4     187.278  -0.0332021     1.38483     1.41803
    3      3      2      4     199.391  -0.0331065     1.48251     1.51562
    3      3      2      4     211.602  -0.0326312     1.58146     1.61409
    3      3      2      4     223.913  -0.0319936     1.68147     1.71346
    3      3      2      4     235.501  -0.0310651     1.77601     1.80708
    3      3      2      4     247.185  -0.0308086     1.87072     1.90153
    3      3      2      4     259.817  -0.0309838     1.97273     2.00371
    3      3      2      6     9.70883   0.0014215   0.0314582   0.0300367
    3      3      2      6     18.4643   0.0062124   0.0885966   0.0823842
    3      3      2      6     27.9682  0.00853291    0.154656    0.146123
    3      3      2      6     36.6476  0.00867312      0.2162    0.207527
    3      3      2      6     45.9098  0.00641104    0.281487    0.275076
    3      3      2      6     54.4307  0.00512601    0.343594    0.338468
    3      3      2      6     63.4582  0.00217024    0.408739    0.406569
    3      3      2      6     72.9748  0.00142207     0.48057    0.479148
    3      3      2      6     81.7597  -0.000737755    0.545968    0.546706
    3      3      2      6     90.4695  -0.00180288    0.612308    0.614111
    3      3      2      6     99.7335  -0.00334349    0.682843    0.686186
    3      3      2      6     108.942  -0.00399641    0.754159    0.758155
    3      3      2      6     117.497  -0.00528501    0.819978    0.825263
    3      3      2      6     126.633  -0.00553093    0.891622    0.897153
    3      3      2      6     135.745  -0.00617591    0.962879    0.969055
    3      3      2      6     144.843  -0.00654149     1.03448     1.04102
    3      3      2      6     153.933  -0.00491888     1.10816     1.11308
    3      3      2      6     162.416  -0.00393832     1.17651     1.18045
    3      3      2      6     171.508  -0.00110323     1.25167     1.25277
    3      3      2      6     180.607  0.00260502     1.32787     1.32526
    3      3      2      6      189.72  0.00715096     1.40512     1.39797
    4      0      2      3     4.94343  0.00100584   0.0151447   0.0141389
    4      0      2      3     17.5834  0.00437096    0.095048    0.090677
    4      0      2      3     29.7945  0.00427433    0.178473    0.174199
    4      0      2      3      41.807  0.00276305    0.262143     0.25938
    4      0      2      3     53.7681  -0.000626104    0.345092    0.345718
    4      0      2      3     65.6994  -0.00391418    0.428852    0.432766
    4      0      2      3     77.6208  -0.00764389    0.512722    0.520366
    4      0      2      3     89.5532  -0.0130612    0.595436    0.608497
    4      0      2      3     101.516  -0.0179321    0.679263    0.697195
    4      0      2      3     113.527  -0.0234109    0.763109     0.78652
    4      0      2      3     125.603  -0.0310027    0.845544    0.876547
    4      0      2      3     137.757  -0.0375214    0.929815    0.967336
    4      0      2      3     149.182  -0.0446994     1.00812     1.05282
    4      0      2      3     161.523  -0.0523142     1.09297     1.14528
    4      0      2      3     173.974   -0.059029     1.17966     1.23869
    4      0      2      3     185.704  -0.0654573     1.26132     1.32678
    4      0      2      3     197.546  -0.0708062     1.34498     1.41579
    4      0      2      3     209.506  -0.0763038     1.42945     1.50575
    4      0      2      3     221.591  -0.0818169     1.51491     1.59673
    4      0      2      3     233.805  -0.0872207     1.60151     1.68873
    4      0      2      4     6.49709  0.00191124   0.0210563   0.0191451
    4      0      2      4     18.4415  0.00599049    0.095048   0.0890575
    4      0      2      4      30.841  0.00696825    0.178473    0.171505
    4      0      2      4     42.2401  0.00587091    0.256533    0.250662
    4      0      2      4     54.2763  0.00347889    0.339578    0.336099
    4      0      2      4     66.9887  0.00122968    0.428852    0.427622
    4      0      2      4     78.8138  -0.000839434    0.512722    0.513561
    4      0      2      4     90.5742  -0.00415074    0.595436    0.599587
    4      0      2      4     102.293  -0.0064662    0.679263    0.685729
    4      0      2      4     114.771  -0.00911176    0.768704    0.777816
    4      0      2      4     126.466  -0.0132623    0.851136    0.864398
    4      0      2      4     138.956   -0.016037     0.94107    0.957107
    4      0      2      4     150.693  -0.0196564     1.02476     1.04442
    4      0      2      4     162.468  -0.0220254     1.11014     1.13217
    4      0      2      4     174.292  -0.0231062     1.19731     1.22042
    4      0      2      4     186.969  -0.0244655      1.2907     1.31517
    4      0      2      4     198.919  -0.0233608     1.38123     1.40459
    4      0      2      4     210.943  -0.0226646       1.472     1.49466
    4      0      2      4     222.236  -0.0208096     1.55853     1.57934
    4      0      2      4     234.417  -0.0195383     1.65121     1.67075
    4      0      2      4     246.687  -0.0173863     1.74551      1.7629
    4      0      2      6     7.13521  0.00142717   0.0190848   0.0176576
    4      0      2      6      17.879  0.00693048   0.0813189   0.0743884
    4      0      2      6     27.9129  0.00969465    0.146024    0.136329
    4      0      2      6     37.7281   0.0102137    0.210886    0.200672
    4      0      2      6     47.4783  0.00942218    0.276149    0.266727
    4      0      2      6     57.8413   0.0066328    0.345092    0.338459
    4      0      2      6     67.9841    0.005147    0.414884    0.409737
    4      0      2      6     77.9988  0.00384156    0.484723    0.480881
    4      0      2      6     87.8979  0.00250024    0.554283    0.551783
    4      0      2      6     97.6994  0.00087444    0.623311    0.622437
    4      0      2      6     107.419  0.000337212      0.6932    0.692863
    4      0      2      6     117.713  -5.44731e-06    0.767773    0.767778
    4      0      2      6     127.945  -0.00161909    0.840905    0.842524
    4      0      2      6     137.493  -0.00136709    0.911122    0.912489
    4      0      2      6     147.641  -0.00106248    0.985986    0.987048
    4      0      2      6     157.763  -0.00104429     1.06055     1.06159
    4      0      2      6     167.866  0.000824423     1.13698     1.13616
    4      0      2      6     177.957   0.0041643     1.21493     1.21077
    4      0      2      6     187.414  0.00692029     1.28772      1.2808
    4      0      2      6     197.502   0.0125563     1.36817     1.35561
    4      0      2      6     207.597   0.0180804     1.44866     1.43058
    4      1      2      3     6.88231  0.000330593    0.025371   0.0250404
    4      1      2      3     17.3476  0.00174238   0.0916891   0.0899467
    4      1      2      3     28.7964  0.00431251    0.172518    0.168205
    4      1      2      3     39.9503  0.00501367    0.252248    0.247234
    4      1      2      3     50.4233  0.00520879     0.32797    0.322761
    4      1      2      3      61.756  0.00355052    0.408937    0.405386
    4      1      2      3     72.4344  0.000698668    0.484527    0.483828
    4      1      2      3     83.9759  -0.00468704    0.564386    0.569073
    4      1      2      3     94.8369  -0.00972787    0.639897    0.649625
    4      1      2      3     105.782  -0.0155495    0.715507    0.731056
    4      1      2      3     116.812  -0.0232367    0.790093     0.81333
    4      1      2      3      127.93   -0.030812    0.865623    0.896435
    4      1      2      3     138.333  -0.0383487    0.935981     0.97433
    4      1      2      3     149.626  -0.0467634     1.01225     1.05901
    4      1      2      3       160.2  -0.0558571     1.08255     1.13841
    4      1      2      3     171.683  -0.0643427     1.16038     1.22472
    4      1      2      3     182.439  -0.0718137     1.23384     1.30565
    4      1      2      3     193.288  -0.0796939     1.30766     1.38735
    4      1      2      3     204.233  -0.0864901     1.38335     1.46984
    4      1      2      3     215.277    -0.09282     1.46031     1.55313
    4      1      2      3     226.423   -0.100922     1.53632     1.63724
    4      1      2      3     237.675   -0.107393     1.61481      1.7222
    4      1      2      4     7.61756  0.00164917   0.0271973   0.0255481
